Dest,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3333,51.8889,59.0,53.1613,43.7143,64.6316,51.186,45.3333,91.5,26.9167,55.9667,42.6667,28.3478,25.1818,25.3913,24.24,32.1071,42.6731,47.4231,48.6316,49.6429,51.037,43.2813,64.6567
UST,21.8571,72.5,19.8333,91.5,39.875,24.6667,19.9,31.0,27.6,19.0,43.0,54.3333,2.0,,,143.5,66.7,10.5,57.7143,59.1429,49.1429,100.0,,,,,,20.25,37.0,84.5833,106.8,137.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEL,16.5,10.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,25.6364,32.9231,11.25,73.8,31.0,36.8,66.0625,26.6875,129.5,51.0,38.8333,76.3571,65.7,44.6667,43.0833,44.6471,47.75,48.0
VLD,37.9,29.9,28.8966,26.069,38.9048,33.92,41.1852,44.6061,35.9231,33.1481,21.9355,39.3704,42.037,56.2333,38.375,60.0,43.96,61.84,52.5667,53.4583,40.25,26.7143,28.1333,42.8,110.0,70.2353,30.2759,36.7917,40.9048,64.25,57.7308,32.8947,,,,,43.0,106.4118,29.6364,30.0,31.8462,61.56,23.1154,32.6957,23.625,11.5333,15.2143,27.6471,22.6923,39.6957,37.05,74.8261,25.0,27.9231,27.2963,41.1579,11.5714,32.5938,21.5333,33.2692
VPS,27.3256,29.157,34.3081,28.2323,36.6584,44.1565,28.7557,33.1386,25.4405,28.2376,31.5455,35.4409,31.6494,38.3625,35.211,32.8571,21.9099,37.2991,44.8561,49.8871,21.9846,24.0,28.3151,33.8947,54.6737,26.1346,28.3472,49.7703,29.3208,33.0083,34.0684,25.3495,24.7536,35.9651,18.9583,57.5889,31.9,39.8958,26.7205,37.1417,36.9615,46.411,42.3642,37.3745,50.4375,35.7718,27.6782,38.3232,42.595,43.4397,52.0347,41.1649,39.3725,40.8342,42.5043,46.1824,36.9341,53.2161,43.4485,37.8547
WRG,49.5,33.8889,59.3913,21.8889,21.4074,43.1739,34.2727,34.96,18.2609,38.7273,32.3333,47.2857,42.3333,51.1429,31.7333,10.5,32.3636,19.8333,18.5556,37.6111,17.4545,25.3158,32.0625,38.4615,97.3636,30.7,41.96,24.4,46.8947,23.381,32.6842,24.1176,33.8889,29.55,24.0,20.5625,20.1667,19.3158,27.625,34.875,14.7273,28.125,10.7778,31.3158,22.8824,26.8571,32.2,29.3913,28.2632,83.5385,45.9333,28.625,20.0909,10.0625,11.3,33.8462,18.0,9.6154,26.6429,24.3636
WYS,,,,,,11.0,52.5,14.2857,5.5714,,,,,,,,50.0,27.0,16.4615,13.2,9.6667,,,,,,,,16.0,14.625,33.4,29.6667,52.0,,,,,,,,13.0,5.0,21.5833,10.5,11.2,,,,,,,,10.6667,28.9091,20.9231,13.0,39.5,13.0,,
XNA,42.8716,38.9577,34.3689,31.7463,38.9599,41.639,36.7056,34.0688,31.9156,30.0884,34.7143,32.6798,34.1111,37.4615,36.8768,52.8218,44.5789,49.6277,55.4,47.8065,52.5825,50.0971,38.7426,50.9155,56.034,38.602,42.3475,61.6667,38.3677,63.1503,62.1353,48.5076,27.2254,43.2151,25.32,48.9518,40.6097,38.9527,32.569,40.7318,39.7643,53.3019,40.3203,39.8108,38.5794,32.7683,38.6887,37.231,42.0453,40.5303,41.8,41.7591,48.9882,50.3777,48.0814,36.376,40.2394,44.5905,35.3702,42.511
XWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,32.8,78.375
YAK,30.4286,27.3846,26.0385,16.5455,14.875,17.125,24.5,21.6667,28.7692,28.8667,44.0,26.125,61.3333,22.5,40.7692,27.7857,11.8333,14.0,27.2,39.6667,11.3846,30.4167,20.2,15.25,10.625,51.4375,38.25,34.3333,42.0,19.0,34.5,19.0,27.6522,52.2143,39.7273,31.1111,15.4,30.9167,15.5625,26.6667,24.0,11.5556,30.0,15.4375,20.25,31.75,29.5714,23.6364,30.0,37.1,18.6875,24.8571,22.6429,15.6429,12.125,19.9474,26.1786,21.5,14.625,48.6875
YNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,,,,,,,,,,,,,,,,,,,,,,,
YUM,29.3333,41.6296,20.2121,38.7353,30.0,48.2955,30.4595,34.186,32.1613,23.0,29.28,22.8824,30.8837,29.5833,33.6957,22.625,13.7273,51.8571,31.52,57.2414,43.8125,17.2885,22.5714,20.4545,37.6,42.625,30.0455,13.3125,92.9333,36.8,71.0,39.7647,23.5,46.5909,79.96,44.9545,26.7045,34.9787,24.6429,21.5,22.4444,14.5333,30.2917,35.5,83.8889,54.2692,17.1333,36.8182,28.3636,23.913,72.7222,43.7097,76.1892,56.2069,31.9688,92.1667,84.0345,47.2075,34.0,37.9138
